,Type,Fund,Institution,City,State,Country,Grant,Purpose,year,currency,grant_sum,conversion_rate,usd
421,"Education, Documentation and Research",Successor Organization,Jewish Historical Museum,Amsterdam,,Netherlands,"$53,200","Toward an interactive website, ""Renewal Jewish Monument Online,"" which will document and memorialize 104,000 people who perished during the German occupation of the Netherlands.",2014,USD,53200,1.0,53200.0
422,"Education, Documentation and Research",Successor Organization,Jewish Historical Museum,Amsterdam,,Netherlands,"$48,545","Toward a series of small-scale meetings in former Jewish homes and in homes where Jews were hidden, featuring survivors, relatives, and/or locals telling personal stories about each house and the fate of its occupants.",2014,USD,48545,1.0,48545.0
423,"Education, Documentation and Research",Successor Organization,Fondazione Centro Di Documentazione Ebraica Contemporanea,Milan,,Italy,"$20,349","Toward digitizing 240 tape-recorded interviews made between 1982 and 2004 of Jews who survived deportation from Italy or escaped, and making them available on the organization's website.",2014,USD,20349,1.0,20349.0
424,"Education, Documentation and Research",Successor Organization,Museum of Jewish Heritage - A Living Memorial to the Holocaust,New York,New York,United States,"$55,000","Toward upgrading the mobile audio guides, including offering six additional languages and improved visual content.",2014,USD,55000,1.0,55000.0
425,"Education, Documentation and Research",Successor Organization,Russian Research and Educational Holocaust Center,Moscow,,Russia,"$12,500","Toward collecting and preserving personal collections of Holocaust victims and participants in the Jewish resistance, and the research and publication of the next volume of ""Save My Letters.""",2014,USD,12500,1.0,12500.0
426,"Education, Documentation and Research",Successor Organization,Russian Research and Educational Holocaust Center,Moscow,,Russia,"$95,000",Toward the annual Holocaust educational program for Russian students and teachers.,2014,USD,95000,1.0,95000.0
427,"Education, Documentation and Research",Successor Organization,Action and Protection Foundation,Budapest,,Hungary,"$38,000",Toward a pilot teacher training program for one year for a minimum of five seminars.,2014,USD,38000,1.0,38000.0
428,"Education, Documentation and Research",Successor Organization,Milan Simecka Foundation,Bratislava,,Slovakia,"$13,800","Toward an online Holocaust educational course for primary and secondary school teachers, including three-day in-person workshops at the beginning and end of the course.",2014,USD,13800,1.0,13800.0
429,"Education, Documentation and Research",Successor Organization,Holocaust Museum Houston,Houston,Texas,United States,"$22,000","Toward the Curriculum Trunk Program, providing Holocaust-related educational materials throughout Texas secondary schools.",2014,USD,22000,1.0,22000.0
430,"Education, Documentation and Research",Successor Organization,Jewish Cultural Heritage Society of Pápa and the Region,Pápa,,Hungary,"$15,000","Toward a photo album, ""The Forgotten Neighbors,"" a selection of photographs from a 2012 exhibit commemorating the Jewish families who lived in Pápa and the surrounding region.",2014,USD,15000,1.0,15000.0
431,"Education, Documentation and Research",Successor Organization,Limmud FSU International Foundation,Dover,Delaware,United States,"$150,000",Toward the Holocaust elements of Limmud FSU.,2014,USD,150000,1.0,150000.0
432,"Education, Documentation and Research",Successor Organization,Limmud FSU International Foundation,Dover,Delaware,United States,"$46,500",Toward the Holocaust elements of Limmud FSU in North America.,2014,USD,46500,1.0,46500.0
433,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,D.C.,United States,"$352,000","Toward the Cataloging, Description, and Digitization Project, to improve the searchability of inadequately described or cataloged archival collections.",2014,USD,352000,1.0,352000.0
434,"Education, Documentation and Research",Successor Organization,Raritan Valley Community College Foundation,Somerville,New Jersey,United States,"$8,000","Toward an educational documentary of conversations between college students and Holocaust survivors, to be incorporated into middle- and high school Holocaust curricula with an accompanying teachers' guide.",2014,USD,8000,1.0,8000.0
435,"Education, Documentation and Research",Successor Organization,European Janusz Korczak Academy e.V.,Munich,,Germany,"$19,000","Toward the educator training program ""Educational Remembrance Work in Germany Without Contemporary Witnesses.""",2014,USD,19000,1.0,19000.0
436,"Education, Documentation and Research",Successor Organization,Annual Scholars' Conference on the Holocaust and the Churches,Merion Station,Pennsylvania,United States,"$25,000",Toward publishing selected papers from the 44th Annual Scholars’ Conference on the Holocaust and the Churches.,2014,USD,25000,1.0,25000.0
437,"Education, Documentation and Research",Successor Organization,B’nai B’rith Uruguay,Montevideo,,Uruguay,"$20,500","B’nai B’rith Uruguay seeks funding for its educational program entitled “The Shoah Project: Memory and Legacy of the Holocaust.” The program will introduce third year public and private high school students to the events and chronology of the Holocaust, including Nazi ideology, persecution of Jews, ghettoization and the Final Solution, using the narrative of Uruguayan Holocaust survivor Chil Rajchman to provide context and immediate relevance. Additional educational support will be provided upon request to teachers from participating schools. The program is projected to reach an estimated 9,450 students between the ages of 14 and 15. As per Claims Conference request, the staff of B’nai B’rith Uruguay will undergo pedagogical training from Holocaust education trainers at Yad Vashem",2014,USD,20500,1.0,20500.0
438,"Education, Documentation and Research",Successor Organization,"Jewish Federations of Canada, UIA",Toronto,Ontario,Canada,"$35,000","Toward cataloging, tagging and making accessible survivor footage from 25 years of March of the Living Canada.",2014,USD,35000,1.0,35000.0
439,"Education, Documentation and Research",Successor Organization,Sousa Mendes Foundation,Huntington,New York,United States,"$25,000","Toward a project about the Portuguese diplomat who issued unauthorized visas to 30,000 Jews and others persecuted by the Nazis, including creating a scholarly publication and a companion online database, and continued support for an existing traveling exhibition.",2014,USD,25000,1.0,25000.0
440,"Education, Documentation and Research",Successor Organization,Jewish Community of Thessaloniki,Thessaloniki,,Greece,"$40,785","Toward producing educational materials about the history of the Jews of Greece until and including WWII, and a three-day seminar for high school teachers on local Jewish history, curriculum and lesson plan development, and use of the Visual History Archive of the USC Shoah Foundation.",2014,USD,40785,1.0,40785.0
441,"Education, Documentation and Research",Successor Organization,Jewish Foundation of Ukraine,Kiev,,Ukraine,"$15,000","Toward producing the second part of a two-part documentary film, ""Crying of Chernozem,"" focusing on the destruction of the Jewish communities in the villages of Tarashcha and Kivshevatoe during the war, and the subsequent trial of the perpetrators.",2014,USD,15000,1.0,15000.0
442,"Education, Documentation and Research",Successor Organization,Center for Jewish Culture and Creativity,Beverly Hills,California,United States,"$20,000","Toward post-production of the documentary, ""Surviving Skokie,"" about the life of a survivor and his efforts to prevent a march by the National Socialist Party of America through Skokie, Illinois.",2014,USD,20000,1.0,20000.0
444,"Education, Documentation and Research",Successor Organization,Clark University,Worcester,Massachusetts,United States,"$80,000",Toward fellowship subsidies for students in the the Holocaust Studies Doctoral Education Program.,2014,USD,80000,1.0,80000.0
445,"Education, Documentation and Research",Successor Organization,"Holocaust Memorial Foundation of Illinois, Inc.",Skokie,Illinois,United States,"$22,000",Toward the Summer Institutes on Teaching the Holocaust.,2014,USD,22000,1.0,22000.0
446,"Education, Documentation and Research",Successor Organization,"Holocaust Memorial Foundation of Illinois, Inc.",Skokie,Illinois,United States,"$25,000","Toward the educator training program ""Summer School for Teachers: Holocaust Education in Poland.""",2014,USD,25000,1.0,25000.0
447,"Education, Documentation and Research",Successor Organization,Washington State Holocaust Education Resource Center,Seattle,Washington,United States,"$10,000",Toward the Holocaust educator program.,2014,USD,10000,1.0,10000.0
448,"Education, Documentation and Research",Successor Organization,Forum for Dialogue,Warsaw,,Poland,"$50,000","Toward teaching Polish high school students about Jewish communities in their hometowns before, during, and after the Holocaust, and about anti-Semitism in Poland.",2014,USD,50000,1.0,50000.0
449,"Education, Documentation and Research",Successor Organization,Institute for the Study of Global Antisemitism and Policy,New York,New York,United States,"$22,500","Toward documenting the rise, development and progress of Holocaust obfuscation in Ukraine and the Baltics.",2014,USD,22500,1.0,22500.0
450,"Education, Documentation and Research",Successor Organization,YIVO Institute For Jewish Research,New York,New York,United States,"$34,000","Toward preserving, microfilming and digitizing materials from the Vilna ghetto documenting the Shoah that were hidden during its liquidation and saved by partisans.",2014,USD,34000,1.0,34000.0
451,"Education, Documentation and Research",Successor Organization,Holocaust and Jewish Resistance Teacher Training Program,New York,New York,United States,"$176,000",Toward training American high school educators to teach about the Holocaust and Jewish resistance.,2014,USD,176000,1.0,176000.0
452,"Education, Documentation and Research",Successor Organization,Rutgers University/The Allen & Joan Bildner Center for the Study of Jewish Life,New Brunswick,New Jersey,United States,"$60,000",Toward the Master Teacher Institute in Holocaust Education.,2014,USD,60000,1.0,60000.0
453,"Education, Documentation and Research",Successor Organization,Galicia Jewish Heritage Institute,Krakow,,Poland,"$16,500",Toward training Polish educators to teach the Holocaust.,2014,USD,16500,1.0,16500.0
454,"Education, Documentation and Research",Successor Organization,"Piotrkow Trybunalski Association, Inc.",Scarsdale,New York,United States,"$5,500",Toward the research publication and web support.,2014,USD,5500,1.0,5500.0
455,"Education, Documentation and Research",Successor Organization,Jewish Federation of São Paulo (FISESP),São Paulo,,Brazil,"$76,000",Toward the educational college students' visit to Poland and Israel.,2014,USD,76000,1.0,76000.0
456,"Education, Documentation and Research",Successor Organization,Claims Conference - Poland Trips Stipends,Jerusalem,,Israel,"$65,000",Toward stipends for educational visits to Poland for high school graduates on year-long programs in Israel.,2014,USD,65000,1.0,65000.0
457,"Education, Documentation and Research",Successor Organization,Ezra Olami,Jerusalem,,Israel,"$70,000","Toward the Holocaust elements of the School of Jewish Leadership course, with participants in the Poland trip continuing to Israel.",2014,USD,70000,1.0,70000.0
458,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$120,000",Toward Holocaust-focused weekend seminars for adults in the former Soviet Union.,2014,USD,120000,1.0,120000.0
459,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$94,000","Toward training educators to teach the Holocaust in South American Jewish communities, with Yad Vashem.",2014,USD,94000,1.0,94000.0
460,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$60,000",Toward training Argentine youth movement counselors to teach about the Shoah in their local chapters.,2014,USD,60000,1.0,60000.0
461,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$327,600",Toward stipends for educational visits to Poland for high school graduates on year-long programs in Israel.,2014,USD,327600,1.0,327600.0
462,"Education, Documentation and Research",Successor Organization,Hebrew University - Research Authority,Jerusalem,,Israel,"$18,000","Toward 15 subsidies for Hebrew University Master of Education students in the seminar portion of the ""Memory, Remembrance and Public History in Germany and Israel"" joint two-week program with Freie Universität Berlin.",2014,USD,18000,1.0,18000.0
463,"Education, Documentation and Research",Successor Organization,Freie Universität Berlin,Berlin,,Germany,"$18,000","Toward 15 subsidies for Freie Universitӓt Berlin Master of Education students in the seminar portion of the ""Memory, Remembrance and Public History in Germany and Israel"" joint two-week program with the Hebrew University of Jerusalem.",2014,USD,18000,1.0,18000.0
464,"Education, Documentation and Research",Successor Organization,Conference of European Rabbis / Lo Tishkach Project,Antwerp,,Belgium,"$200,000","Toward “Lo Tishkach European Jewish Cemeteries Initiative,” including a publicly-accessible database about European Jewish burial grounds, a compendium of laws affecting these sites, advocacy to protect and preserve Europe’s Jewish heritage and a Holocaust education youth program.",2014,USD,200000,1.0,200000.0
465,"Education, Documentation and Research",Successor Organization,Paris-Barcelone Films,Paris,,France,"$26,600","Toward the documentary, ""The Cigarette Sellers of Three Crosses Square,"" about Jews who roamed the streets of Warsaw selling cigarettes, vodka and newspapers to survive during the Holocaust.",2014,USD,26600,1.0,26600.0
466,"Education, Documentation and Research",Successor Organization,Terezin Initiative - International Terezin Association,Prague,,Czech Republic,"$12,500",Toward educational visits of Czech students to the Terezin Memorial.,2014,USD,12500,1.0,12500.0
467,"Education, Documentation and Research",Successor Organization,Claims Conference - The European Shoah Legacy Institute (ESLI),New York,New York,United States,"$48,875",Toward the Provenance Research Training Program.\,2014,USD,48875,1.0,48875.0
468,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$50,000","Toward training educators to teach the Holocaust in South American Jewish communities, with the Jewish Agency for Israel.",2014,USD,50000,1.0,50000.0
469,"Education, Documentation and Research",Successor Organization,The Aladdin Project,Paris,,France,"$149,000","Toward Holocaust education seminars in Azerbaijan, Kazakhstan, Senegal and Morocco, with experts from the West sharing their experiences with educators and policymakers, focusing on countering Holocaust denial and forming a network to develop Holocaust education and awareness strategies.",2014,USD,149000,1.0,149000.0
470,"Education, Documentation and Research",Successor Organization,Limmud FSU International Foundation,Dover,Delaware,United States,"$60,000",Toward the Holocaust educational permanent display in Sighet and events related to its launch.,2014,USD,60000,1.0,60000.0
471,"Education, Documentation and Research",Successor Organization,Tkuma Central Ukrainian Holocaust Foundation,Dnepropetrovsk,,Ukraine,"$40,582","Toward researching and producing materials on aspects of the Holocaust in Ukraine, with focus on the Righteous Among the Nations and interethnic relations.",2014,USD,40582,1.0,40582.0
472,"Education, Documentation and Research",Successor Organization,Hidden Child Foundation - ADL,New York,New York,United States,"$6,200",Toward the Hidden Child publication.,2014,USD,6200,1.0,6200.0
473,"Education, Documentation and Research",Successor Organization,Galicia Jewish Heritage Institute,Krakow,,Poland,"$13,649",Toward advanced training for educators on teaching the Holocaust.,2014,USD,13649,1.0,13649.0
474,"Education, Documentation and Research",Successor Organization,Auschwitz Institute for Peace and Reconciliation,New York,New York,United States,"$18,000",Toward the Shoah-related aspects of a series of educational seminars for mid-level government officials at the Auschwitz-Birkenau State Museum.,2014,USD,18000,1.0,18000.0
475,"Education, Documentation and Research",Successor Organization,UK Friends of Yad Yisroel,Salford,,United Kingdom,"$16,000",Toward the educational youth visit to sites of Nazi atrocities in Eastern Europe.,2014,USD,16000,1.0,16000.0
476,"Education, Documentation and Research",Successor Organization,Yahad In Unum,Paris,,France,"$100,000",Toward the search for mass graves of Jewish Shoah victims.,2014,USD,100000,1.0,100000.0
477,"Education, Documentation and Research",Successor Organization,Freie Universität Berlin,Berlin,,Germany,"$108,720","Toward training educators to use Visual History Archive in the classroom, developing a nationwide network of educators familiar with using testimony in Holocaust education curriculum, and developing the online platform for teachers and students.",2014,USD,108720,1.0,108720.0
478,"Education, Documentation and Research",Successor Organization,Jewish Community of Malmo,Malmo,,Sweden,"$30,000","Toward the exhibit and DVD, ""The Heritage of the Memories of the Holocaust Survivors in Malmo.""",2014,USD,30000,1.0,30000.0
479,"Education, Documentation and Research",Successor Organization,Museum of Jewish Heritage - A Living Memorial to the Holocaust,New York,New York,United States,"$18,000","Toward the Fellowships at Auschwitz for the Study of Professional Ethics, for future members of the clergy of different faiths.",2014,USD,18000,1.0,18000.0
480,"Education, Documentation and Research",Successor Organization,Auschwitz Jewish Center Foundation,New York,New York,United States,"$15,000","Toward a three-week program for U.S. military cadets, including visits to the U.S. Holocaust Museum and Poland.",2014,USD,15000,1.0,15000.0
481,"Education, Documentation and Research",Successor Organization,Appalachian State University,Boone,North Carolina,United States,"$24,000",Toward the educators’ summer symposium on teaching the Holocaust.,2014,USD,24000,1.0,24000.0
482,"Education, Documentation and Research",Successor Organization,Auschwitz Jewish Center Foundation,New York,New York,United States,"$15,000","Toward the Fellowship program and Poland visit, conditional upon fellowship recipients demonstrating a commitment to Holocaust education or studies.",2014,USD,15000,1.0,15000.0
483,"Education, Documentation and Research",Successor Organization,Tkuma Central Ukrainian Holocaust Foundation,Dnepropetrovsk,,Ukraine,"$5,679",Toward Holocaust mobile exhibitions to be presented in 10 locations in Ukraine.,2014,USD,5679,1.0,5679.0
484,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,D.C.,United States,"$64,700","Toward a research initiative utilize the International Tracing Service (ITS) Collection, including an international conference, developing online educational modules for university students on how to use the ITS archives, four fellowships for Holocaust scholars, publishing a source volume on the ITS collection, and partial salary costs for an ITS staff scholar.",2014,USD,64700,1.0,64700.0
485,"Education, Documentation and Research",Successor Organization,B'nai B'rith Courage to Care (Vic.) Inc.,Balaclava,Victoria,Australia,"$16,530","Toward updating the survivor testimonies of the traveling exhibit, Ordinary People – Extraordinary Acts""to a digital presentation.",2014,USD,16530,1.0,16530.0
486,"Education, Documentation and Research",Successor Organization,"Kazerne Dossin: Memorial, Museum and Documentation Centre on Holocaust and Human Rights",Mechelen,,Belgium,"$95,130","Toward an app for tablets and smartphones focusing on the site of Auschwitz-Birkenau, including images, text, maps, camp history and a virtual tour intended for classroom and educational use.",2014,USD,95130,1.0,95130.0
487,"Education, Documentation and Research",Successor Organization,Jewish Museum in Prague,Prague,,Czech Republic,"$68,525","Toward collecting, compiling and creating a database of a list of Jews who lived in the Sudetenland, the Western part of Czechoslovakia prior to WWII, and interviewing, recording and publishing online oral testimonies from 15 survivors.",2014,USD,68525,1.0,68525.0
488,"Education, Documentation and Research",Successor Organization,Holocaust Awareness Museum,Philadelphia,Pennsylvania,United States,"$25,000",Toward a Holocaust education program featuring survivors who speak at 250-300 schools.,2014,USD,25000,1.0,25000.0
489,"Education, Documentation and Research",Successor Organization,Atlantic Jewish Council,Halifax,Nova Scotia,Canada,"$6,000",Toward Holocaust education programs in seven communities throughout the Atlantic Canadian Province.,2014,USD,6000,1.0,6000.0
490,"Education, Documentation and Research",Successor Organization,Jachad (Together) Hungarian Public Benefit Association,Budapest,,Hungary,"$48,000",Toward restoring Shoah-related documents in the library collection of the Jewish Theological Seminary of Budapest – University of Jewish Studies.,2014,USD,48000,1.0,48000.0
491,"Education, Documentation and Research",Successor Organization,Lower East Side Tenement Museum,New York,New York,United States,"$40,000","Toward the Shoah elements of the exhibition, ""Post-WWII Jewish Refugees on New York’s Lower East Side.""",2014,USD,40000,1.0,40000.0
492,"Education, Documentation and Research",Successor Organization,"Development Foundation of the North Carolina Center for the Advancement of Teaching, Inc.",Cullowhee,North Carolina,United States,"$25,000",Toward a six-day Holocaust training seminar for 24 educators.,2014,USD,25000,1.0,25000.0
493,"Education, Documentation and Research",Successor Organization,Selfhelp Community Services,New York,New York,United States,"$30,000","Toward expanding Witness Theater, a therapeutic and educational project for 15 Holocaust survivors and 15 high-school students, to new locations.",2014,USD,30000,1.0,30000.0
494,"Education, Documentation and Research",Successor Organization,Torah Umesorah - The National Society for Hebrew Day Schools,Brooklyn,New York,United States,"$150,000","Toward developing Shoah educational materials and teacher training programs, including the fellowship program.",2014,USD,150000,1.0,150000.0
495,"Education, Documentation and Research",Successor Organization,Regents of the University of California - The History Project with the Jewish Studies Program,Davis,California,United States,"$30,000",Toward training educators to teach the Holocaust.,2014,USD,30000,1.0,30000.0
496,"Education, Documentation and Research",Successor Organization,Center for Holocaust and Humanity Education,Cincinnati,Ohio,United States,"$30,000",Toward a summer seminar for teachers and a year-long advanced training program for 30 teachers.,2014,USD,30000,1.0,30000.0
497,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,D.C.,United States,"$136,894","Toward developing a digital infrastructure to provide access to the Museum’s estimated 23.5 million archival images, including linking collections to corresponding catalog records, indexing catalogue descriptions and textual metadata, allowing users to browse materials by archival categorization, and providing tools to securely acquire, digitize, transfer and store archival materials.",2014,USD,136894,1.0,136894.0
498,"Education, Documentation and Research",Successor Organization,Hungarian Autonomous Orthodox Jewish Community,Budapest,,Hungary,"$55,000",Toward salvaging and storing community documents from before and after WWII to prevent their destruction or loss and to preserve the history of the Holocaust in Hungary.,2014,USD,55000,1.0,55000.0
499,"Education, Documentation and Research",Successor Organization,Nationaal Archief (National Archives of The Netherlands),The Hague,,Netherlands,"$122,310","Toward digitizing more than 13,600 declaration forms with information on artworks looted from Dutch Jewish owners and dealers; a website and searchable database will be created, including images where available.",2014,USD,122310,1.0,122310.0
500,"Education, Documentation and Research",Successor Organization,Center for Medicine After the Holocaust,Houston,Texas,United States,"$60,000","Toward identifying medical teaching professionals who seek to implement Holocaust education in their curricula, focusing on eugenics and ethics.",2014,USD,60000,1.0,60000.0
501,"Education, Documentation and Research",Successor Organization,Holocaust Museum Houston,Houston,Texas,United States,"$12,000",Toward a 4-day seminar for teachers.,2014,USD,12000,1.0,12000.0
502,"Education, Documentation and Research",Successor Organization,Jewish Family and Children's Services of San Francisco,San Francisco,California,United States,"$18,750","Toward developing a curriculum and educational materials based on The Diary of Rywka Lipszyc, found in the crematoria ruins at Auschwitz-Birkenau by a Soviet doctor; it was brought to light in 2008 and documents her life in the Lodz Ghetto. The author perished at Bergen-Belsen.",2014,USD,18750,1.0,18750.0
503,"Education, Documentation and Research",Successor Organization,"Facing History and Ourselves National Foundation, Inc.",Brookline,Massachusetts,United States,"$75,000","Toward training seminars, materials and support enabling teachers in Jewish schools to create Shoah-related lessons.",2014,USD,75000,1.0,75000.0
504,"Education, Documentation and Research",Successor Organization,Washington State Holocaust Education Resource Center,Seattle,Washington,United States,"$13,000",Toward a two-day training seminar for 45 educators.,2014,USD,13000,1.0,13000.0
505,"Education, Documentation and Research",Successor Organization,Washington State Holocaust Education Resource Center,Seattle,Washington,United States,"$8,000","Toward updating the widely distributed 15-minute introductory educational film on the Holocaust, ""With My Own Eyes.""",2014,USD,8000,1.0,8000.0
506,"Education, Documentation and Research",Successor Organization,Milan Simecka Foundation,Bratislava,,Slovakia,"$22,000","Toward the travelling exhibition, ""Anne Frank - History for Today,"" to schools throughout Slovakia.",2014,USD,22000,1.0,22000.0
507,"Education, Documentation and Research",Successor Organization,Central Europe Center for Research and Documentation,Vienna,,Austria,"$64,878",Toward an 8-day training seminar for 45 educators.,2014,USD,64878,1.0,64878.0
508,"Education, Documentation and Research",Successor Organization,Jewish Foundation for the Righteous,New York,New York,United States,"$42,750","Toward the 3-day teacher training, “Teaching the Holocaust: History, Perspectives, and Choices.""",2014,USD,42750,1.0,42750.0
509,"Education, Documentation and Research",Successor Organization,Jewish Foundation for the Righteous,New York,New York,United States,"$30,000",Toward a 10-day Poland study visit for 15 teachers.,2014,USD,30000,1.0,30000.0
510,"Education, Documentation and Research",Successor Organization,Mémorial de la Shoah,Paris,,France,"$90,000","Toward digitizing photos of the 76,000 Jewish deportees from France.",2014,USD,90000,1.0,90000.0
511,"Education, Documentation and Research",Successor Organization,Theodor Kramer Gesellschaft,Wien,,Austria,"$8,290",Toward researching the theft of cultural property in Austria during the Holocaust.,2014,USD,8290,1.0,8290.0
512,"Education, Documentation and Research",Successor Organization,Mémorial de la Shoah,Paris,,France,"$100,000","Toward seminars and training sessions on the Holocaust for teachers, administrators, and representatives of nonprofit organizations and remembrance institutions.",2014,USD,100000,1.0,100000.0
513,"Education, Documentation and Research",Successor Organization,Matan Baseter,Toronto,Ontario,Canada,"$18,000",Toward research analyzing the diverse Jewish responses to the Holocaust in Europe.,2014,USD,18000,1.0,18000.0
514,"Education, Documentation and Research",Successor Organization,Central Europe Center for Research and Documentation,Vienna,,Austria,"$20,240",Toward educator training seminars in Skopje and Sarajevo.,2014,USD,20240,1.0,20240.0
515,"Education, Documentation and Research",Successor Organization,Central Europe Center for Research and Documentation,Vienna,,Austria,"$13,590","Toward developing the educational film, ""The Mayor Who Worked in Hell: The Story of Miksa Domonkos,"" about the Hungarian military officer who ran the operations of the Budapest Ghetto.",2014,USD,13590,1.0,13590.0
516,"Education, Documentation and Research",Successor Organization,Jewish Museum of Greece,Athens,,Greece,"$62,000",Toward the Holocaust-related educator training programs in five Greek towns and the advanced educators’ seminar,2014,USD,62000,1.0,62000.0
517,"Education, Documentation and Research",Successor Organization,William Breman Jewish Heritage Museum,Atlanta,Georgia,United States,"$8,750","Toward updating the educational film, ""They Shall Be Remembered.""",2014,USD,8750,1.0,8750.0
518,"Education, Documentation and Research",Successor Organization,Sonne Film,Imola (BO),,Italy,"$20,385","Toward producing ""Pentcho,"" a documentary chronicling the attempted escape of 430 Jews onboard a paddle steamer from Bratislava to Palestine in May 1940.",2014,USD,20385,1.0,20385.0
519,"Education, Documentation and Research",Successor Organization,Laokoon Film Arts Kft.,Budapest,,Hungary,"$50,000","Toward producing ""S.K.,"" a narrative film about a member of the Sonderkommando who wishes to give a Jewish burial to a dead boy amidst an uprising plot in Auschwitz.",2014,USD,50000,1.0,50000.0
520,"Education, Documentation and Research",Successor Organization,Film Forum,New York,New York,United States,"$31,000","Toward post-production of the documentary ""Not for the Dead,"" about the 1946 Kielce pogrom where townspeople slaughtered 40 Holocaust survivors.",2014,USD,31000,1.0,31000.0
521,"Education, Documentation and Research",Successor Organization,Holocaust Memorial Center Zekelman Family Campus,Farmington,Michigan,United States,"$14,000",Toward the five-day summer teacher seminar for 30 educators.,2014,USD,14000,1.0,14000.0
522,"Education, Documentation and Research",Successor Organization,Mémorial de la Shoah,Paris,,France,"$55,000","Toward cataloguing, digitizing and indexing the archival collection of the General Union of Jews in France, created by the Vichy government, and creating a new finding aid and publishing an online catalog.",2014,USD,55000,1.0,55000.0
523,"Education, Documentation and Research",Successor Organization,Mosad Harim Levin,Brooklyn,New York,United States,"$30,000",Toward three Shoah-related seminars of the “Heightening Community Awareness” program.,2014,USD,30000,1.0,30000.0
524,"Education, Documentation and Research",Successor Organization,Associação Esportiva e Recreativa Hillel Rio de Janeiro,Rio de Janeiro,,Brazil,"$30,000",Toward the educational youth visit to Poland and Israel.,2014,USD,30000,1.0,30000.0
525,"Education, Documentation and Research",Successor Organization,London Jewish Cultural Centre,London,,United Kingdom,"$17,330","Toward a week-long educator training program in Kaifeng, China for 80 participants.",2014,USD,17330,1.0,17330.0
526,"Education, Documentation and Research",Successor Organization,"Hebrew Union College - Jewish Institute of Religion, Jerusalem",Jerusalem,,Israel,"$13,000","Toward a five-day field seminar in Lithuania for 25 American trainee rabbis, cantors and education professionals studying in Israel for the year.",2014,USD,13000,1.0,13000.0
527,"Education, Documentation and Research",Successor Organization,Alexander Muss Institute for Israel Education (AMIIE),Hod Hasharon,,Israel,"$48,000",Toward subsidies for educational visits of North American students to Poland as part of the Institute’s High School in Israel program.,2014,USD,48000,1.0,48000.0
528,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$170,000","Toward the Holocaust education program in the FSU Heftziba network of Jewish Day and Sunday Schools, stipends for educational trips for high school students and mentoring for Sunday school teachers.",2014,USD,170000,1.0,170000.0
529,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$15,000","With Beit Lohamei Haghetaot and Yad Vashem, a 13-day Holocaust seminar in Israel for educators from the FSU.",2014,USD,15000,1.0,15000.0
530,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$13,000","With Beit Lohamei Haghetaot and the Jewish Agency, a 13-day Holocaust seminar in Israel for educators from the FSU.",2014,USD,13000,1.0,13000.0
531,"Education, Documentation and Research",Successor Organization,Beit Lohamei Haghetaot-Ghetto Fighters' House Museum,M.P. Western Galilee,,Israel,"$17,000","With the Jewish Agency and Yad Vashem, a 13-day Holocaust seminar in Israel for educators from the FSU.",2014,USD,17000,1.0,17000.0
532,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$850,000",Toward educational visits in Eastern Europe for Diaspora youth participating in short-term programs in Israel.,2014,USD,850000,1.0,850000.0
533,"Education, Documentation and Research",Successor Organization,Ramah Programs in Israel,Jerusalem,,Israel,"$22,000",Toward stipends for educational visits to Poland as part of the Ramah Israel Seminar for North American Jewish youth.,2014,USD,22000,1.0,22000.0
534,"Education, Documentation and Research",Successor Organization,Claims Conference Film Contest,New York,,United States,"$45,000",Toward a screenplay competition for documentaries and educational films for graduate film students and recent alumni.,2014,USD,45000,1.0,45000.0
535,"Education, Documentation and Research",Successor Organization,Tkuma Central Ukrainian Holocaust Foundation,Dnepropetrovsk,,Ukraine,"$44,807",Toward Holocaust educational programs.,2014,USD,44807,1.0,44807.0
536,"Education, Documentation and Research",Successor Organization,Tkuma Central Ukrainian Holocaust Foundation,Dnepropetrovsk,,Ukraine,"$37,290",Toward Holocaust educator training.,2014,USD,37290,1.0,37290.0
537,"Education, Documentation and Research",Successor Organization,American Gathering of Jewish Holocaust Survivors,New York,New York,United States,"$60,000",Toward bridge funding for operating expenses.,2014,USD,60000,1.0,60000.0
538,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family & Children's Service of Southern Arizona,Tucson,Arizona,United States,"$18,667",Toward emergency assistance for Nazi victims.,2014,USD,18667,1.0,18667.0
